row,long,lat
6917,-119.3563266,32.94582555
6928,-121.4652043,34.61632713
6931,-119.9258344,34.23082809
6934,-115.4626352,32.81025386
6937,-116.479715,33.08174274
6957,-118.2507363,32.72334709
6961,-119.7001116,34.84017205
6964,-119.2648328,32.52352407
6967,-116.0394435,33.11041642
6969,-117.3469095,32.77552164
6987,-115.8072549,35.77473166
6989,-118.2246536,33.58807558
6990,-116.8284376,33.72402415
6994,-119.6545866,34.40630502
7001,-116.3586108,32.40144687
7009,-117.507065,32.3118264
7058,-117.7199152,35.94970688
7081,-116.385243,33.34794484
7105,-116.4390627,33.44619075
7107,-117.3054197,36.00136025
7116,-117.0151887,35.90350943
7118,-117.3396533,35.27161384
7119,-117.8616688,32.48616678
7123,-116.7233476,33.67962873
7141,-119.1313284,35.48582905
7151,-119.7002396,34.96491338
7154,-119.3266714,33.87737581
7161,-119.444207,35.17431189
7164,-116.6801736,34.84547275
7167,-116.7669922,35.89273801
7170,-116.512154,32.11027689
7171,-116.7380775,33.93861109
7183,-116.8466464,33.50971225
7223,-116.1816671,32.06383314
7225,-118.7761524,33.961425
7233,-117.7463254,32.41716931
7236,-118.4644384,33.97735364
7245,-118.2748326,32.68345155
7247,-117.7794842,35.41456808
7254,-121.4071732,34.62354481
7283,-119.3207766,35.00863587
7286,-119.1851736,34.4356693
7287,-118.3384685,33.93116559
7315,-117.3864413,34.25806683
7322,-116.8045448,35.09236958
7323,-118.5689608,35.2508176
7324,-115.7359829,32.62704389
7325,-120.480334,34.5645445
7326,-117.4353266,35.40817408
7335,-116.2468252,32.12066792
7361,-117.0549115,33.9225614
7362,-119.2878587,33.18364998
7364,-116.6175246,33.42001561
7365,-117.272711,35.54844818
7414,-117.4839569,35.71611924
7417,-121.0433686,35.63541227
7418,-116.8731419,33.96981729
7435,-116.3381079,33.00072751
7440,-117.413674,32.02333219
7491,-120.6758354,34.58491093
7494,-120.4437033,33.9485288
8451,-118.3701805,35.53641114
8473,-119.0409615,34.10082897
8517,-117.6187609,32.19682761
8635,-118.6113193,35.20306619
8660,-121.0209323,35.68528162
8733,-120.3991731,34.72102785
8744,-117.5023328,34.39732781
8746,-116.6911849,33.88779003
8748,-119.0053335,33.54833301
8767,-116.964474,35.72153643
8800,-120.3084559,35.30624351
8815,-118.1408268,33.78492225
8829,-121.123528,35.73769009
8871,-118.6942578,34.50840807
8879,-116.9711444,33.83194285
8890,-118.3530199,33.56611242
8908,-118.3445628,36.03879158
8918,-118.8030729,34.00397341
8956,-117.0483451,34.22368375
8969,-119.0852294,34.49788897
8971,-116.7077193,32.07413853
8978,-117.833382,35.38926565
8985,-116.920579,33.76791704
8987,-120.8763091,34.60015451
8995,-119.101238,34.95883382
9005,-117.0669634,33.96182756
9006,-117.8612381,33.64431167
9029,-117.2254621,33.97627167
9046,-119.5251672,33.20075447
9056,-118.2669628,33.4095794
9063,-119.4064187,33.90351696
9077,-116.8712217,33.31608379
9087,-119.3503515,35.46433264
9106,-118.5761509,34.95292508
9108,-116.7218846,34.94659349
9121,-116.0444517,33.08404562
9143,-117.5549276,34.21473814
9146,-118.4083544,33.96882416
9157,-120.8970124,34.85543537
9204,-118.393741,36.01123018
9228,-117.3493322,33.71649157
9234,-118.5544263,33.89763341
9238,-120.1417933,34.54873323
9244,-115.989713,33.88853363
9253,-119.4818328,34.78683437
9254,-117.4703276,32.93016581
9257,-118.6163224,34.76290631
9262,-117.6276709,32.11483333
9265,-116.8082584,35.8246839
9284,-118.7559742,33.99809295
9287,-119.3064746,34.4782518
9288,-116.7677925,33.98347665
9298,-119.9156818,34.41672682
9310,-115.946969,33.7492787
9328,-117.0828329,33.43967417
9338,-117.7898054,34.09075533
9349,-117.6774391,33.81259164
9353,-118.4648827,35.66079044
9379,-118.4922427,35.3113779
9380,-119.5582501,34.24528375
9383,-119.125944,35.01168348
9385,-115.7833885,32.18476939
9394,-118.636206,34.60122137
9410,-116.0450831,33.20754388
9412,-118.5250254,35.46635694
9425,-117.4984159,34.31125554
9427,-119.356166,35.00732643
9428,-119.8259585,35.84166207
9437,-117.0401703,34.27296749
9447,-116.2441514,35.50968494
9449,-117.6967194,32.46981268
9456,-118.664984,35.16952698
9457,-116.0738063,35.98728107
9464,-118.2889518,33.72834524
9467,-117.6745408,32.18354927
9468,-118.7892283,34.51143192
9472,-118.0107197,35.91480222
9473,-119.6495903,36.05408428
9478,-118.3474864,33.19667076
9481,-117.5238483,35.67311899
9484,-116.5094537,35.02183405
9490,-118.6360589,32.85414803
9496,-118.1510613,33.44412984
9501,-118.2928301,33.59267496
9505,-116.3274589,33.34549256
9506,-116.4097395,32.98541518
9512,-116.0318578,33.94055709
9516,-117.8918299,33.27033271
9526,-121.0605266,35.71734664
9531,-119.0760465,35.004827
9540,-119.8993858,33.97721596
9554,-120.5301725,34.15252679
9563,-116.768552,33.279831
9565,-118.7596272,34.06596213
9568,-120.5967456,35.83180568
9579,-117.0372281,33.84528892
9583,-117.2753523,35.2050108
9597,-119.9814672,35.45224786
9599,-119.672829,35.73282518
9600,-117.1117719,33.8981082
9605,-119.3761831,35.54026548
9607,-119.0818084,34.52108838
9612,-118.0598851,33.69175274
9614,-119.2886334,34.08961893
9626,-117.2907594,34.18105638
9642,-116.3096501,35.60856885
9643,-119.3427568,35.15887525
9645,-116.6607259,33.2060216
9655,-116.1039538,33.2689457
9656,-116.7165641,34.08463384
9684,-117.2494763,34.01335327
9694,-119.4947669,34.34187468
9698,-120.7968646,35.56375563
9702,-119.7590208,34.39023575
9703,-118.9014823,33.97905907
9719,-117.0446394,34.13540208
9721,-120.1495671,34.4034085
9732,-116.9688824,32.51029426
9738,-116.2828579,33.38123492
9739,-119.6452498,34.42663733
9741,-118.3277487,35.57191648
9743,-118.5189619,34.0218273
9744,-116.7880511,33.49674741
9750,-116.6311692,33.59002382
9751,-118.9729385,34.84736101
9753,-119.3609939,33.87758278
9754,-117.7129307,35.39738115
9755,-116.8022456,33.88466961
9757,-120.6759465,34.43234999
9771,-118.1501262,35.63068733
9775,-116.7970805,33.99808108
9777,-116.9327076,35.90366028
9778,-118.6478776,34.51942732
9790,-116.6291814,33.1456611
9793,-118.7175466,33.17533002
9794,-120.6045333,34.47555994
9795,-118.187171,33.47932038
9800,-116.6032816,32.10846324
9811,-117.5991247,34.03519099
9818,-117.1352734,34.05090757
9827,-119.7045421,33.85367157
9831,-118.5459608,35.39247375
9834,-117.2109078,33.98312771
9836,-118.4063385,32.85011102
9853,-117.5358749,32.60434722
9859,-116.820507,33.93409164
9860,-117.0109387,34.00963741
9864,-117.7834999,32.40882739
9875,-118.2414747,35.77919315
9879,-118.2838984,32.73798519
9880,-117.9953072,36.0670808
9881,-117.725854,34.33613055
9887,-120.6297646,36.05082119
9905,-120.3881928,34.85486478
9908,-118.0564689,32.62655069
9909,-116.0528157,33.1661838
9918,-119.5751399,34.29125846
9921,-117.8672604,35.3624235
9922,-118.365327,32.77049513
9930,-118.096579,33.9011307
9932,-116.3348819,32.07323375
9933,-116.0060633,33.12633474
9937,-120.4291707,35.87012313
9944,-121.377866,35.81685579
9947,-119.2957276,33.82733219
9950,-117.5051796,34.05645001
9951,-117.0861936,33.84544171
9953,-116.8172354,33.96247827
9954,-118.476019,32.82682469
9959,-118.8318366,35.4042675
9963,-116.4579229,34.99477885
9968,-117.5037581,35.71191713
10896,-116.2505327,33.31732218
10990,-118.187637,33.5633921
11006,-118.2232593,33.9030429
11007,-116.6289129,33.89957162
11016,-119.3036694,34.29975309
11033,-117.5436743,32.95129605
11042,-118.3204874,33.56146134
11043,-117.9155014,32.59666866
11060,-119.2126333,33.9289891
11071,-119.0073333,35.44351123
11108,-116.4176653,32.34879123
11112,-119.4334145,34.47658445
11158,-117.8386347,33.86929281
11265,-118.5065249,35.33766881
11272,-118.8348276,35.07703033
11277,-116.9133717,33.44046419
11320,-116.970161,33.97337966
11333,-116.6214357,35.06053372
11334,-116.3687871,33.17106193
11336,-118.5948251,33.0306733
11342,-119.6308112,34.37134025
11343,-119.2246747,35.30417316
11345,-116.8752129,33.47764972
11405,-118.5114542,35.20941234
11409,-116.9584163,33.76136187
11424,-118.2705145,33.84101436
11433,-117.4364514,32.04786297
11437,-118.4398348,32.88732774
11443,-117.5205097,34.19901558
11446,-116.8675163,33.38491807
