row,long,lat
1915,-118.2563782,33.86835565
1922,-121.0605502,34.9614807
1958,-118.8937804,34.80794699
1959,-116.7077744,35.25209496
1963,-117.0986275,34.31351999
1985,-117.6209146,32.15871016
1986,-120.3440863,34.60511898
1989,-116.3511189,33.20156494
1990,-116.3321738,32.08517324
1991,-120.5328262,34.83866986
1994,-120.4235227,34.38032844
1995,-116.9612421,34.42788277
2008,-120.1452831,33.91621755
2010,-115.6131504,32.17698177
2016,-120.2390783,35.63373665
2017,-116.410588,33.33204658
2020,-119.665726,34.37622209
2021,-118.437925,36.00551841
2022,-116.5861541,33.11833365
2030,-116.9970064,34.14134278
2031,-117.6946677,32.22451869
2032,-116.7483915,33.48716173
2041,-118.8683825,35.10040946
2042,-119.5154681,34.96457468
2048,-116.3445931,32.92506367
2049,-116.7406695,33.7868339
2050,-116.812369,34.41859729
2052,-120.9086686,34.5408253
2054,-118.7434636,34.49263537
2055,-116.6573322,35.71903057
2057,-114.9447774,32.10487713
2061,-117.0270115,34.20345437
2067,-118.6672823,35.37227658
2070,-118.3045528,35.09391746
2072,-116.8938518,33.57545218
2073,-120.3621678,34.81527389
2074,-116.8011382,33.27569159
2075,-115.5980503,32.24212074
2076,-117.5268477,34.03851435
2077,-119.1034153,35.01774571
2078,-115.0999259,32.38314777
2079,-117.1243306,32.46583369
2082,-116.724263,34.14785478
2085,-119.1772694,35.48611389
2088,-115.653828,32.06355841
2089,-118.3134889,35.47035367
2090,-118.2673285,33.48400511
2091,-119.0233451,34.50574579
2100,-119.2947866,34.51252288
2101,-116.9266532,33.78837574
2104,-117.1841567,35.31753603
2105,-115.3176566,32.32105466
2107,-115.0373073,32.21685801
2111,-117.5455401,35.64896547
2112,-116.5058844,32.44076567
2114,-117.593762,34.00856167
2115,-119.0383119,35.26341307
2126,-116.8865534,33.49816376
2132,-115.0343286,32.44606375
2133,-115.9675023,33.20847913
2136,-117.0215897,34.97063324
2142,-118.3488933,32.87634001
2143,-119.2454538,34.85264012
2152,-117.4967259,34.11061847
2154,-117.7785456,33.86900756
2165,-116.4536894,33.42324607
2166,-117.7212917,35.38557917
2169,-115.1767299,32.39232019
2175,-118.4226149,35.6832199
2179,-118.2001663,32.42233033
2183,-117.3748295,35.53676002
2190,-120.8218453,35.26972025
2191,-116.8141678,33.6321621
2192,-116.5775421,35.73148734
2193,-116.8788287,32.60066752
2194,-117.8863843,36.02678971
2204,-119.1432115,34.9678862
2210,-118.8021662,33.00566882
2219,-116.2651063,32.91913005
2221,-115.5153326,32.00517174
2222,-116.2951193,33.38762208
2224,-117.5518572,34.2875489
2438,-121.6401806,34.72266492
2440,-115.4476343,32.71178339
3382,-118.4667387,32.90230822
3562,-118.3591134,34.00240657
3598,-119.8865136,36.01811342
3661,-116.2700138,33.29067716
3672,-118.6096714,35.3154683
3773,-117.4314529,34.25012819
3777,-118.4556333,35.63908855
3810,-116.1051438,32.79053751
3835,-119.1134611,35.1366878
3840,-119.7285941,34.42733731
3845,-116.4131446,33.40335982
3858,-118.3635839,33.52246303
3861,-118.7376221,34.01114709
3862,-116.1333071,33.25333628
3871,-115.7538411,35.92995292
3915,-116.2319609,33.25928226
3920,-120.939342,34.82114133
3924,-118.5924748,34.40112432
3925,-117.9545275,36.05960357
3942,-119.173212,34.54715721
3943,-116.7701732,35.79167508
3944,-118.3222668,35.68926742
3962,-118.0366724,33.25267062
3974,-118.5206326,34.00207448
4345,-116.3606503,32.13221619
4363,-115.4451656,32.02166757
4374,-116.3512372,33.3531923
4376,-116.8244461,33.450323
4400,-117.8498286,36.07622138
4401,-116.0346629,33.19652581
4407,-120.6281692,34.41617424
4412,-116.3855374,33.36714799
4428,-117.0617342,35.73201182
4429,-117.5142764,34.06015044
4430,-116.9431185,33.40564621
4438,-118.4263259,32.79732515
4452,-116.3688339,32.22239183
4457,-116.5090441,33.53231497
4459,-120.041923,34.56171313
4460,-114.8682433,32.11782868
4467,-118.9718799,35.00887823
4468,-116.8962997,35.81380718
4472,-119.1233343,32.85947138
4474,-116.7557627,33.71185683
4476,-118.9525493,35.10889654
4478,-117.1773214,34.0796514
4480,-119.4047297,35.35508572
4485,-119.315529,34.44577267
4493,-115.0520651,32.15017001
4499,-120.9028279,34.6011703
4507,-118.9186669,34.06414066
4522,-117.4675567,34.27121711
4536,-118.5556738,32.39782587
4538,-116.9781413,33.81877906
4541,-116.8122414,33.51431965
4542,-119.2153307,34.88216828
4554,-119.541945,35.40613545
4555,-117.6074431,33.96878947
4556,-119.0065466,35.01454186
4561,-116.6773321,32.15717048
4584,-116.4271397,33.41035933
4659,-118.566656,35.34465532
4672,-118.3816242,35.58432234
4675,-117.0984169,33.5765715
4683,-117.4618949,34.23433132
4684,-115.9472428,32.69454077
4721,-119.5694475,34.90608224
4738,-115.9161367,33.73921041
4741,-121.0634579,34.57417144
4744,-117.0622778,35.94749461
4751,-116.2125058,33.3485549
4759,-121.3475316,35.77367449
4763,-116.8115204,34.00382525
4764,-116.6219027,35.80612003
4767,-119.4894543,35.70866772
4769,-114.9523884,32.14732821
4770,-115.7668715,32.04249481
4772,-116.2794869,33.2663792
4777,-119.1388339,32.95745876
4781,-117.4882441,35.10114916
4785,-117.1348428,33.91378656
4789,-118.1731259,33.02897376
4790,-117.7432823,35.42698761
4792,-119.36377,34.47669054
4798,-115.5695149,32.99663515
4805,-115.5966553,32.55894202
4806,-116.9294445,34.01748454
4837,-116.883491,33.76766543
4844,-116.8863325,33.4541658
4845,-115.9914118,33.2618271
4849,-118.9565703,35.06916234
4850,-117.4326312,34.22675471
4852,-115.8992386,32.65839495
4861,-119.6867627,34.40520603
4865,-118.111522,35.67866076
4876,-118.6816703,33.12921497
4877,-116.4968616,33.04773425
4897,-118.4354774,35.4576269
4899,-120.2888607,34.81772297
4902,-118.4611721,33.89432311
4903,-116.6553063,32.29108633
4905,-115.7911589,32.22955987
4910,-116.4478764,33.07800828
4912,-116.8834667,33.35607459
4935,-115.3971731,32.24183479
4944,-116.3529987,33.40393203
4949,-116.4801703,35.60853867
4967,-118.2103316,33.4686662
4969,-119.0070051,34.45815166
4975,-116.6557714,35.7777674
4977,-117.4349379,34.11307712
4981,-118.7534399,33.41465518
4984,-116.031264,33.17744149
4993,-115.2943804,32.31096183
5000,-115.6848469,33.31413849
5005,-117.7244312,33.94540815
5012,-115.6046096,32.26487347
5014,-116.431734,32.99302699
5016,-116.2215738,32.67792902
5021,-118.1494873,33.55761195
5024,-115.7436741,32.05582588
5060,-119.4760156,34.46143146
5078,-116.2569196,33.35307959
5084,-119.0933588,34.04778851
5092,-119.3111454,33.84372578
5093,-115.5415369,32.97264557
5096,-115.5599319,32.05034798
5099,-118.881737,33.31886282
5102,-120.7614915,34.44017278
5109,-117.6546454,34.37378612
5110,-117.3120842,35.95449389
5115,-115.1157415,32.2708193
5116,-116.1953765,33.29242718
5121,-121.5881457,34.6778298
5123,-121.378333,35.38446138
5135,-120.9524921,35.64082937
5138,-117.1666404,33.97675569
5148,-116.9418791,33.94258078
5149,-118.3418323,32.40099497
5156,-120.7009855,34.34153765
5163,-117.9286161,33.51447132
5165,-114.9980815,32.19525063
5179,-119.1562746,34.18030934
5180,-117.9157391,32.49533412
5187,-115.1457478,32.04105026
5189,-115.0931691,32.1916746
5190,-116.1504265,32.60054876
5193,-118.95543,34.83012821
5194,-116.9698277,32.15882996
5195,-115.0392616,32.09869197
5202,-118.4404373,35.69610786
5204,-117.0531669,33.74366659
5212,-117.9677425,33.67414686
5214,-116.8858265,32.4488345
5224,-115.5801731,33.01993011
5243,-119.6249909,34.32386953
5244,-121.4351725,34.72283316
5248,-115.8128317,35.90046614
5253,-118.563237,35.30663163
5265,-118.4746325,35.73832095
5272,-119.3516744,33.28150805
5273,-121.0611698,34.43233283
5274,-116.706787,33.63821743
5276,-115.5393406,32.78776337
5280,-114.5311384,32.06008275
5289,-119.7465269,34.51687084
5320,-119.4338535,34.41501386
5775,-119.7743201,34.38401013
5828,-117.232518,35.92934168
5840,-117.7193447,33.81706173
5847,-115.7963288,32.34732762
5891,-115.8148263,32.24452547
5911,-118.8032426,34.07235205
5936,-118.5413485,35.2858399
5939,-115.0904251,32.16490818
5988,-116.2811574,35.50345928
5993,-120.5516653,34.32521983
6000,-120.8346696,35.13116875
6005,-117.7266684,32.31472297
6009,-115.8180569,32.72293169
6014,-118.4242355,33.97233049
6021,-116.2248733,33.29941426
6029,-116.4443104,35.47483048
6039,-114.9267579,32.22917115
6042,-116.6562623,32.01960627
6045,-115.5067631,32.55148257
6047,-119.0141676,34.4365198
6050,-118.2450392,33.56172727
6051,-118.1323272,32.64132956
6053,-116.0856552,32.04167921
6076,-117.5273565,35.11385075
6078,-117.445514,34.34653883
6079,-116.9931574,34.03667134
6086,-117.587727,34.03893916
6088,-116.2349513,33.24538846
6089,-117.0141524,33.87773627
6094,-120.5181729,35.94176146
6164,-116.039741,32.71752592
6181,-118.2553269,32.76348651
6191,-116.400641,33.38183673
6194,-118.3923904,34.06049095
6195,-116.6193637,33.45789382
6196,-117.7886743,33.92314165
6201,-119.4898445,34.96696828
6202,-120.0825114,34.0254223
6207,-117.4075395,32.09623115
6209,-118.295475,33.92134944
6235,-116.1347772,33.26629029
6271,-116.4278775,33.06108557
6276,-115.7471795,32.55002688
6319,-119.3596615,33.65568211
6329,-116.7066223,33.205391
6335,-118.0737313,35.70882299
6338,-115.9728708,33.16192011
6342,-117.3896689,32.02872036
6345,-117.4379127,34.16191603
6348,-119.4533889,35.29727696
6354,-116.762628,33.52513559
6360,-117.2931189,35.94844307
6374,-116.9292351,33.55019219
6385,-116.857388,33.99798126
6386,-115.8035461,32.30666879
6393,-118.6657663,35.31431282
6394,-119.1414285,33.34849318
6403,-118.5510365,33.91297655
6407,-121.0528319,34.85310086
6408,-117.5011713,32.03869534
6411,-119.3805462,34.87125741
6446,-117.9384642,33.3387161
6449,-118.193444,33.90923661
6451,-118.8990404,33.07642107
6452,-117.9324943,32.40116939
6453,-116.0595093,33.1203758
6463,-118.4586723,32.82232695
6467,-117.4801532,34.18760918
6473,-121.1672831,34.68766287
6476,-118.6503251,33.40782769
6477,-116.0036388,32.73602706
6484,-117.1274558,32.52198043
6486,-116.3894845,33.41909069
6489,-120.7933676,35.21916508
6495,-118.9488324,35.12864584
6498,-116.8911798,33.90997931
6503,-119.1400723,34.43808923
6504,-117.5532863,35.6081508
6509,-120.4627737,34.77967456
6516,-120.257591,35.26403063
6520,-116.6116717,32.03067226
6521,-116.2833671,32.30651465
6522,-117.5163502,33.73693752
6523,-119.1426738,35.03266554
6535,-115.7772765,32.68572192
6537,-117.1959486,35.35541848
6539,-116.9560881,33.4335481
6542,-118.3581185,33.58416999
6543,-118.6716634,33.98579216
6544,-120.0078387,34.42276352
6545,-119.0143097,33.7197785
6548,-117.8533343,32.37516886
6556,-115.334942,32.15214375
6557,-118.8668302,34.07594682
6564,-115.1463255,32.2843255
6567,-119.4313742,34.38946703
6573,-119.1565938,34.22994749
6576,-117.6819846,34.42055785
6577,-117.0340728,35.59406755
6587,-118.6319632,35.38666558
6602,-116.0951697,32.17667054
6603,-119.6925608,34.26769386
6604,-115.8262387,32.18179133
6607,-118.7108829,33.87565389
6608,-116.4095887,32.09903066
6618,-117.687576,32.05893939
6624,-116.8364845,33.31053166
6626,-116.2468351,33.28927011
6629,-116.8167872,32.7166226
6632,-117.5963307,32.72261698
6634,-120.0339323,33.69061226
6637,-118.6270113,33.83588405
6652,-116.2049371,33.23867434
6654,-117.5083071,32.55603561
6663,-118.636889,35.17955737
6671,-118.5290884,33.63748759
6715,-119.0272324,35.01694015
6725,-118.4699128,35.38081741
6726,-115.7676535,32.11070865
6729,-116.258065,35.72846807
6730,-118.1801718,32.42459209
6736,-118.4454833,34.00279253
6741,-116.3055514,32.98582375
6744,-114.9602452,32.24799336
6755,-119.2121697,35.64445652
6768,-119.7781797,34.28624863
6769,-119.8524384,35.84271495
6770,-115.6884747,32.81632946
6783,-119.0570947,34.42131961
6788,-117.5689773,34.02257885
6789,-115.5849589,32.52173141
6790,-119.3675642,33.8276499
6793,-118.3114526,32.86944143
6796,-117.6343783,35.93317028
6797,-116.2128679,32.88633497
6798,-117.5254555,35.56960673
6803,-119.8401686,35.97090964
6809,-117.3299161,32.6395879
6827,-116.2774905,32.15032815
6830,-116.783677,33.92804613
6835,-117.0980369,33.86472081
6841,-116.4303381,35.51977128
6843,-117.4915291,33.74082595
6848,-116.6519316,32.17396055
6856,-117.0669752,33.98445598
6863,-116.5794666,33.45027094
6864,-115.868449,32.91200593
6875,-117.5827481,34.20763139
6881,-117.4606713,32.47132654
6893,-118.6916684,33.15772102
6899,-115.6166246,32.666637
6908,-117.5197068,34.21419574
6913,-117.6548943,32.83817478
