"","datetime","lat","long","mag"
"826",1986-07-05 14:11:59,35.695,-117.64683,3.02
"827",1986-07-06 16:34:37,32.52679,-115.22663,3.38
"879",1986-07-08 22:45:35,32.03183,-116.27617,3.06
"893",1986-07-11 21:28:52,34.29459,-118.29859,3.06
"899",1986-07-13 13:47:00,32.99667,-117.84683,5.45
"926",1986-07-15 03:17:40,34.00656,-116.89661,3.06
"931",1986-07-16 07:08:58,32.09083,-115.55633,3.18
"944",1986-07-21 15:57:37,35.9595,-118.41083,3.52
"948",1986-07-22 00:25:18,36.08312,-117.86742,3.21
"954",1986-07-25 05:44:03,34.42256,-118.4192,3.06
"977",1986-08-08 20:51:47,32.57737,-117.29708,3.02
"984",1986-08-16 21:19:17,33.58981,-118.9265,3.13
"986",1986-08-18 08:34:39,32.43974,-115.09412,3.1
"992",1986-08-24 12:48:09,32.96979,-115.88183,3.3
"1000",1986-08-28 16:32:14,33.92139,-116.27234,3.31
"1004",1986-08-30 20:58:23,34.25278,-119.50806,3.22
"1005",1986-09-01 19:43:03,35.80743,-120.37542,3.15
"1026",1986-09-18 09:05:10,33.70439,-116.73116,3.12
"1028",1986-09-24 10:46:30,34.53949,-119.03665,3.36
"1035",1986-10-07 04:40:24,32.45517,-115.377,3.72
"1037",1986-10-10 15:23:02,33.95618,-116.78641,3.4
"1040",1986-10-15 08:19:17,34.98,-119.2335,3.17
"1042",1986-10-16 12:17:20,36.05479,-118.44962,3
"1043",1986-10-17 18:56:16,34.36977,-116.39224,3.53
"1047",1986-10-29 02:38:15,32.63217,-117.1165,4.48
"1050",1986-10-31 14:27:05,35.57112,-117.19316,3.77
"1051",1986-11-03 21:04:01,33.883,-116.84712,3.17
"1056",1986-11-10 08:11:46,32.67963,-115.66416,3
"1057",1986-11-13 05:12:27,33.96862,-116.73,3.02
"1058",1986-11-21 02:13:49,32.36233,-119.67367,3.34
"1059",1986-11-21 05:02:20,33.24301,-116.08864,3.12
"1060",1986-11-23 02:08:56,34.15717,-120.86733,3.22
"1061",1986-12-01 12:41:38,32.36779,-115.23018,3.2
"1064",1986-12-07 12:33:08,35.33783,-120.94267,3.28
"1065",1986-12-12 03:03:06,32.46133,-116.2765,3
"1068",1986-12-19 13:51:29,33.70591,-116.8068,3.01
"1069",1986-12-20 10:08:49,32.04841,-114.90816,3.07
"1071",1986-12-25 17:35:22,32.99214,-116.2908,3.7
"1072",1986-12-26 17:07:00,32.75333,-118.29667,3.14
"1073",1986-12-27 19:13:03,33.5094,-116.55156,3.26
"1074",1986-12-29 16:05:14,33.01103,-115.77,3.52
"1079",1987-01-03 18:01:06,33.50422,-116.48068,3.67
"1081",1987-01-08 00:02:08,33.14767,-115.666,3
"1082",1987-01-10 18:03:22,32.37186,-115.68708,3.4
"1083",1987-01-15 07:46:49,34.02639,-116.76588,3.13
"1084",1987-01-20 13:39:07,32.03,-116.33133,3.11
"1085",1987-01-24 14:05:10,32.96724,-115.55427,3.37
"1087",1987-02-06 11:58:03,32.37037,-115.30427,3.32
"1112",1987-02-08 18:38:19,32.1035,-116.3965,3.04
"1115",1987-02-14 03:30:45,34.78267,-120.47817,3.09
"1122",1987-02-27 06:20:26,35.70333,-117.71229,3.08
"1123",1987-02-27 22:43:20,34.51517,-120.73633,3.58
"1124",1987-02-28 23:33:33,32.95339,-115.83113,3.13
"1125",1987-03-01 18:53:41,33.91482,-116.77595,3.1
"1127",1987-03-14 17:10:12,32.95461,-115.53187,3.11
"1130",1987-03-28 19:29:00,33.9821,-118.33708,3.2
"1131",1987-03-28 21:58:26,32.52933,-118.1025,3.08
"1132",1987-03-30 02:11:01,34.93845,-119.13213,3.03
"1135",1987-04-03 05:33:29,34.04469,-117.25112,3.2
"1138",1987-04-10 18:40:57,35.73754,-117.56529,3.19
"1140",1987-04-20 18:59:04,32.17283,-114.92733,3.33
"1142",1987-04-27 17:41:37,33.05236,-115.57221,3.36
"1143",1987-04-28 21:48:45,34.03522,-116.73364,3.09
"1144",1987-04-29 12:31:59,32.71655,-115.97345,3.06
"1145",1987-04-30 02:19:20,33.50114,-116.58683,3
"1146",1987-05-03 14:57:54,33.79067,-115.90075,3.06
"1148",1987-05-10 13:17:41,34.28103,-116.38144,3.28
"1150",1987-05-11 15:10:10,34.31139,-116.9172,4.12
"1151",1987-05-15 05:08:15,32.06583,-114.9045,3.35
"1156",1987-05-25 18:18:23,34.38217,-119.08883,3.07
"1158",1987-05-30 23:06:40,33.87025,-116.17296,3.32
"1161",1987-06-05 23:33:35,36.0401,-118.3885,3.32
"1162",1987-06-07 09:15:54,32.64704,-115.88475,3.4
"1163",1987-06-08 12:29:52,33.76673,-118.19237,3.3
"1164",1987-06-08 22:53:45,32.18433,-115.56983,3.07
"1167",1987-06-14 14:29:05,33.26484,-115.68192,3.33
"1168",1987-06-15 13:05:41,34.10624,-116.49072,3.4
"1170",1987-06-21 08:56:39,32.6578,-115.7864,3.77
"1172",1987-06-23 22:22:45,35.7103,-116.52137,3.17
"1175",1987-06-26 00:52:19,32.24317,-115.3155,3.55
"1178",1987-07-01 17:55:34,33.74783,-119.97117,3.26
"1179",1987-07-02 23:02:31,32.74275,-115.48631,3.22
"1182",1987-07-04 09:02:14,33.5345,-116.97167,3.05
"1184",1987-07-07 13:18:26,34.90503,-117.06002,3.07
"1185",1987-07-07 21:07:11,33.83055,-118.18515,3.23
"1186",1987-07-08 16:55:59,33.69021,-118.27184,3.65
"1189",1987-07-19 05:01:43,34.34139,-119.43737,3.36
"1193",1987-07-31 17:47:05,32.01054,-116.32918,3.09
"1197",1987-08-06 07:53:49,35.7663,-118.35135,3.12
"1203",1987-08-14 10:57:30,35.42017,-118.7315,3.24
"1205",1987-08-19 09:40:02,33.59314,-118.00449,3.07
"1206",1987-08-22 02:32:07,32.03925,-116.30751,3.25
"1207",1987-08-23 23:18:57,35.9395,-117.022,3.67
"1208",1987-08-24 00:12:25,33.98267,-116.97063,3.24
"1209",1987-08-25 06:27:26,34.35783,-117.58067,3.84
"1210",1987-08-28 19:22:03,33.65533,-118.58367,3.31
"1211",1987-08-31 21:04:25,35.52783,-116.784,3.3
"1212",1987-09-20 18:42:40,34.30917,-119.57467,3.5
"1213",1987-09-25 15:01:25,35.52083,-118.999,3.02
"1214",1987-09-27 03:31:31,32.47233,-116.55283,3.07
"1215",1987-09-30 07:29:32,32.06783,-115.765,3.18
"1216",1987-10-01 14:42:19,34.0525,-118.08233,5.9
"1242",1987-10-02 09:46:52,32.34308,-115.21432,3.15
"1249",1987-10-13 15:59:04,33.96558,-117.20183,3.53
"1250",1987-10-19 04:26:42,32.0235,-116.409,3.02
"1252",1987-10-24 23:58:33,33.67294,-119.03345,4.03
"1253",1987-10-28 15:38:04,32.18333,-117.6405,3.02
"1255",1987-11-02 19:21:24,35.3477,-117.82042,3.43
"1258",1987-11-17 02:14:56,32.14992,-115.8195,3.12
"1259",1987-11-24 01:32:48,33.07103,-115.77617,4.18
"1440",1987-11-29 23:54:59,33.98167,-118.77283,3.14
"1442",1987-12-01 07:03:47,33.65201,-117.90216,3.01
"1450",1987-12-05 20:36:29,35.49436,-118.27999,3.16
"1459",1987-12-14 02:30:05,34.8915,-119.04753,3.42
"1460",1987-12-15 18:23:46,35.37186,-118.79031,4.02
"1463",1987-12-17 07:26:25,33.98621,-116.68954,3.09
"1466",1987-12-24 16:12:02,35.48101,-118.34769,3.25
"1467",1987-12-25 01:00:21,34.18911,-116.41286,3.25
"1469",1987-12-28 03:04:36,32.60374,-115.78834,3.2
"1470",1987-12-29 10:17:18,33.5489,-117.19569,3.17
"1475",1988-01-02 23:14:52,32.69023,-115.96292,3
"1481",1988-01-13 00:10:39,34.93367,-116.69033,3
"1483",1988-01-18 01:40:25,32.6749,-115.86803,3.18
"1485",1988-01-20 00:39:23,32.29693,-115.10435,3.04
"1487",1988-01-23 00:55:12,35.39652,-117.82365,3.14
"1490",1988-01-28 01:44:57,33.21907,-115.99679,3.2
"1495",1988-02-04 13:26:39,32.38771,-115.21581,3.11
"1497",1988-02-06 08:06:02,33.9215,-116.982,3.44
"1499",1988-02-11 20:48:56,32.6145,-118.07917,3.1
"1500",1988-02-15 04:28:40,34.61209,-118.6536,3.06
"1502",1988-02-17 23:56:51,33.25884,-116.10691,3.51
"1503",1988-02-22 07:43:14,35.49219,-119.73613,4.2
"1504",1988-02-28 05:02:59,32.61503,-115.82232,3.34
"1512",1988-02-29 15:25:06,34.03888,-116.24948,3.25
"1513",1988-03-01 13:43:52,33.25672,-115.9551,3.19
"1515",1988-03-14 00:09:36,35.4093,-117.79385,3.43
"1516",1988-03-21 06:38:10,32.09552,-115.51785,3.81
"1520",1988-03-24 17:56:35,32.38533,-115.23733,3.69
"1522",1988-03-26 14:54:20,34.00217,-118.70433,3.8
"1523",1988-04-01 18:52:53,32.93025,-116.22405,3.72
"1525",1988-04-03 00:35:48,32.02633,-116.33771,3.3
"1528",1988-04-05 14:38:31,32.65752,-116.0357,3.79
"1529",1988-04-06 02:36:55,34.96183,-116.55133,3.38
"1531",1988-04-13 14:28:13,35.19051,-119.38695,3.45
"1532",1988-04-14 13:03:09,33.26681,-116.30704,3.01
"1533",1988-04-15 08:09:32,32.5277,-115.46968,3.14
"1534",1988-04-18 07:12:25,35.68815,-117.48546,3.52
"1536",1988-04-21 01:43:10,32.46167,-115.36517,3.23
"1537",1988-04-21 08:14:47,33.44683,-116.997,3.41
"1539",1988-04-28 06:16:07,35.57933,-116.3115,3.69
"1541",1988-04-30 15:53:48,32.55417,-117.018,3.25
"1544",1988-05-04 02:18:50,33.40585,-116.91795,3.1
"1545",1988-05-15 17:53:50,34.12189,-117.46897,3.22
"1547",1988-05-17 19:38:38,33.23537,-116.25842,4.26
"1548",1988-05-23 05:23:48,32.72123,-116.0056,3.18
"1550",1988-06-04 00:31:57,33.97307,-117.10346,3.63
"1551",1988-06-06 08:06:26,33.30176,-116.31926,3.32
"1552",1988-06-10 23:06:42,34.93783,-118.7445,5.37
"1555",1988-06-11 04:46:11,32.35676,-115.1557,3.02
"1557",1988-06-12 21:22:02,34.03964,-117.56401,3.42
"1558",1988-06-13 19:28:41,32.4754,-115.42261,3.16
"1560",1988-06-18 06:29:46,32.50897,-115.4386,3.02
"1561",1988-06-18 10:05:37,35.99912,-118.85778,3.14
"1562",1988-06-18 10:25:21,33.91789,-116.93907,3.06
"1564",1988-06-21 20:02:51,32.12291,-116.41033,3.86
"1565",1988-06-24 06:31:02,33.97697,-116.32345,3.02
"1566",1988-06-25 17:48:25,33.7864,-115.97856,3.07
"1567",1988-06-26 15:04:58,34.13667,-117.711,4.66
"1572",1988-06-26 22:43:14,33.80702,-116.05231,3.09
"1573",1988-07-02 00:26:58,33.48205,-116.45026,4.4
"1576",1988-07-03 02:06:01,33.98418,-116.99199,3.28
"1583",1988-07-28 11:07:41,34.97868,-116.95188,3.06
"1585",1988-08-05 06:40:24,32.02357,-115.71672,3.1
"1586",1988-08-06 05:35:12,34.56944,-120.75566,3.22
"1587",1988-08-09 07:34:46,35.6895,-116.48333,3.05
"1588",1988-08-12 16:25:29,32.39827,-115.22505,3.38
"1589",1988-08-16 22:20:51,34.08056,-117.26902,3.15
"1590",1988-08-19 21:15:36,32.7082,-115.92099,3.07
"1591",1988-08-20 18:15:28,32.42267,-117.93683,3.99
"1595",1988-08-25 23:23:46,32.14425,-115.44103,3.19
"1597",1988-08-26 04:57:21,34.52574,-116.43557,3.64
"1599",1988-08-31 16:23:18,33.43917,-118.01583,3
"1602",1988-09-02 18:12:35,32.06534,-116.37302,3.51
"1604",1988-09-08 23:16:47,35.09551,-119.01528,3.6
"1606",1988-09-10 20:59:03,34.25783,-115.69417,3
"1608",1988-09-12 13:24:34,33.85988,-118.44768,4.04
"1611",1988-09-17 15:50:20,35.561,-119.58,3.18
"1612",1988-09-19 03:15:49,32.05583,-116.30705,3.21
"1615",1988-09-24 07:33:44,34.41908,-120.78297,3.69
"1617",1988-09-27 05:19:20,34.57311,-116.58118,3.3
"1620",1988-10-01 17:56:27,34.27789,-118.40476,3.36
"1623",1988-10-07 21:01:25,32.33417,-118.325,3.03
"1624",1988-10-09 12:47:15,34.736,-117.66767,3.33
"1630",1988-10-17 00:07:41,32.159,-115.82917,3.1
"1632",1988-10-18 00:54:45,32.15637,-116.30023,3.02
"1637",1988-10-19 22:47:53,33.17,-115.6025,4.18
"1642",1988-10-23 11:20:50,35.77509,-120.3398,3.25
"1643",1988-10-30 20:02:19,34.62556,-120.70166,3.62
"1645",1988-11-02 01:28:19,32.61426,-118.09152,3.13
"1647",1988-11-05 23:50:32,34.04888,-117.17879,3.69
"1648",1988-11-06 15:26:15,34.04743,-116.77337,3.08
"1654",1988-11-19 18:40:53,32.09996,-115.76785,3.24
"1656",1988-11-20 05:39:28,33.51178,-118.08234,4.83
"1657",1988-11-21 11:04:30,33.7648,-115.97413,3.06
"1658",1988-11-22 09:10:25,32.08395,-115.56853,3
"1663",1988-11-25 07:43:31,35.81702,-118.29663,3.16
"1664",1988-11-25 07:43:48,32.02328,-116.31828,3.03
"1665",1988-11-27 05:48:28,32.77033,-118.31817,3.18
"1666",1988-11-29 15:30:40,34.99368,-119.20672,3.11
"1668",1988-12-02 05:56:16,32.48217,-117.99833,3.02
"1672",1988-12-15 23:19:13,33.48238,-116.54527,3.3
"1674",1988-12-17 23:46:16,33.66393,-118.15086,3.06
"1682",1989-01-05 21:32:14,34.25893,-116.01553,3.11
"1684",1989-01-09 23:01:18,34.50105,-120.71391,4.05
"1693",1989-01-19 06:53:28,33.9185,-118.62517,4.96
"1697",1989-01-19 11:17:28,32.31117,-115.70017,3.2
"1698",1989-01-19 21:42:16,32.59112,-115.8133,3.1
"1702",1989-01-20 04:54:59,35.54817,-118.30078,3
"1703",1989-01-21 02:26:19,35.12275,-118.66752,3.57
"1705",1989-01-25 03:53:45,33.77757,-115.67754,3.05
"1707",1989-01-26 18:38:53,35.41479,-118.69672,3.08
"1711",1989-01-31 00:38:33,35.09954,-119.10635,3.73
"1712",1989-01-31 18:22:39,34.16882,-116.81557,3.35
"1715",1989-02-02 04:51:54,33.94629,-118.84383,3.97
"1717",1989-02-03 06:52:08,34.90698,-119.26577,3.02
"1722",1989-02-05 17:44:10,32.2205,-115.73667,3.23
"1723",1989-02-05 21:51:12,32.48384,-114.60367,3.42
"1730",1989-02-09 01:30:59,32.36764,-115.25158,3.17
"1733",1989-02-14 15:43:54,35.05926,-119.1599,4.1
"1734",1989-02-15 04:36:25,32.0975,-116.45217,3.23
"1738",1989-02-16 13:51:56,34.00986,-117.74129,3.21
"1742",1989-02-17 23:23:22,32.81867,-118.36083,3.11
"1744",1989-02-20 19:33:58,32.18936,-114.93389,3.44
"1745",1989-02-20 22:18:21,32.32876,-115.22256,3.07
"1746",1989-02-23 07:33:53,32.66323,-118.09638,3.12
"1753",1989-03-02 14:54:42,35.89756,-116.96497,3.15
"1754",1989-03-03 16:43:14,33.37279,-116.2603,3.26
"1755",1989-03-03 16:46:16,35.26568,-118.59837,3.88
"1756",1989-03-04 05:34:16,32.9689,-116.24629,3.24
"1757",1989-03-05 19:39:47,32.53145,-115.23109,3.03
"1758",1989-03-06 02:34:38,32.40548,-115.23616,3.04
"1776",1989-03-10 12:35:22,32.07339,-116.824,3.34
"1778",1989-03-11 23:19:59,32.6824,-115.99775,3
"1781",1989-03-15 13:27:44,35.50124,-116.92239,3.19
"1782",1989-03-16 00:20:53,32.128,-115.05983,3.26
"1783",1989-03-21 01:02:56,32.5576,-115.249,3.51
"1784",1989-03-21 12:04:51,34.00297,-119.10404,3.87
"1791",1989-03-26 04:28:20,32.57922,-116.15956,3
"1796",1989-03-30 06:09:57,32.5395,-115.90783,3.13
"1797",1989-04-04 13:42:51,33.75612,-116.17131,3.08
"1799",1989-04-07 05:57:40,32.08,-116.27667,3.08
"1800",1989-04-07 20:07:30,33.63806,-117.93533,4.8
"1802",1989-04-18 18:15:35,33.69317,-120.10933,3.24
"1804",1989-04-21 14:14:46,32.2385,-117.55417,3.17
"1805",1989-04-22 01:25:22,32.0295,-116.015,3.13
"1806",1989-04-25 06:54:13,32.0988,-115.85429,3.06
"1809",1989-04-30 02:51:59,32.56167,-115.28012,3.22
"1816",1989-05-07 06:07:47,33.92284,-117.92689,3.66
"1820",1989-05-11 13:22:21,32.72316,-115.40377,3.06
"1821",1989-05-13 02:02:33,35.03511,-118.94058,3.44
"1822",1989-05-22 02:49:31,34.94478,-116.78533,3.01
"1823",1989-05-30 12:59:46,34.32583,-120.31733,3.03
"1825",1989-06-01 09:33:51,34.01897,-117.16339,3.61
"1826",1989-06-04 21:33:59,34.58984,-116.84323,4.29
"1827",1989-06-11 17:22:46,32.42913,-115.35808,3.21
"1828",1989-06-11 20:02:38,34.11718,-117.47786,3
"1829",1989-06-12 16:57:18,34.01293,-118.18143,4.82
"1832",1989-06-16 07:00:46,34.80915,-121.03365,3.54
"1833",1989-06-20 11:57:25,33.51121,-116.45126,3.13
"1834",1989-06-23 10:03:27,32.14417,-117.64767,3.14
"1835",1989-06-27 20:27:46,35.13487,-119.00326,3.23
"1836",1989-06-27 23:33:48,33.32813,-116.34891,3.04
"1837",1989-06-28 00:20:15,33.48947,-116.47974,3.39
"1839",1989-07-02 12:58:19,32.04031,-116.29389,3.13
"1841",1989-07-11 08:02:18,32.07,-115.52583,3.78
"1845",1989-08-01 14:05:05,32.48215,-115.21955,3.15
"1846",1989-08-02 20:59:08,35.62133,-116.29383,3.01
"1848",1989-08-05 12:31:33,32.14883,-117.453,3.17
"1849",1989-08-06 10:30:29,32.04736,-115.86274,3.1
"1850",1989-08-09 13:42:11,33.49626,-116.51963,3.63
"1851",1989-08-12 20:19:00,34.27775,-117.49663,3.15
"1853",1989-08-17 21:21:14,32.16395,-115.80057,3.01
"1855",1989-08-21 10:05:34,32.81533,-116.1565,3.02
"1856",1989-08-28 12:11:30,32.13804,-116.52585,3.15
"1857",1989-08-28 22:14:31,33.97851,-116.91644,3.18
"1858",1989-08-30 18:39:07,33.93482,-116.60586,3.08
"1859",1989-08-31 17:30:23,35.75034,-118.03634,3.11
"1861",1989-09-04 17:53:42,33.33477,-116.24009,3.61
"1862",1989-09-09 08:49:39,32.69798,-115.92742,3.31
"1864",1989-09-13 01:25:29,34.75766,-118.94592,3.04
"1866",1989-09-18 22:10:54,35.67263,-117.54565,3.15
"1870",1989-11-04 03:09:19,35.36848,-117.79695,3.22
"1871",1989-11-04 23:34:44,33.9827,-119.22329,3.27
"1873",1989-11-10 06:40:42,32.35316,-115.25469,3.59
"1874",1989-11-11 04:42:25,32.13373,-116.39717,3.22
"1875",1989-11-11 08:35:14,33.39467,-118.70983,3.44
"1876",1989-11-11 22:42:08,33.98905,-116.83146,3.13
"1877",1989-11-12 17:13:31,34.00677,-116.75006,3.07
"1885",1989-11-19 10:49:49,32.203,-117.63417,3.28
"1886",1989-11-24 06:11:12,32.56483,-117.999,3.09
"1887",1989-11-24 12:02:56,32.46833,-117.78633,3.01
"1888",1989-11-25 09:23:00,32.089,-115.88217,3.01
"1889",1989-12-01 14:30:19,33.64963,-116.74032,3.1
"1891",1989-12-06 19:15:23,33.8129,-117.02078,3.54
"1892",1989-12-16 15:21:53,34.56561,-119.1281,3.45
"1893",1989-12-18 06:27:04,33.73919,-116.02484,4.14
"1894",1989-12-20 00:57:33,32.47033,-115.16278,3.06
"1896",1989-12-22 03:03:25,33.62138,-116.68155,3.67
"1897",1989-12-23 08:27:16,32.4645,-116.93783,3.03
"1899",1989-12-26 19:58:35,35.32617,-119.4815,3.2
"1900",1989-12-27 22:10:47,34.19611,-117.37913,3.24
"1904",1989-12-29 23:26:46,34.04623,-116.71105,3
"1909",1990-01-01 22:59:43,32.57677,-115.81783,3.31
"1911",1990-01-03 11:54:27,33.25732,-116.38011,3.55
"1912",1990-01-07 23:54:09,35.98307,-118.34761,3.21
"1913",1990-01-11 01:22:10,35.22192,-118.21568,4.01
"1915",1990-01-17 23:27:18,33.86836,-118.25638,3.57
"1920",1990-01-31 04:09:24,32.46967,-115.21374,3.27
"1922",1990-02-06 18:14:08,34.96148,-121.06055,3.58
"1924",1990-02-17 03:46:03,34.35115,-117.21385,3.48
"1958",1990-03-15 22:38:57,34.80795,-118.89378,3.05
"1959",1990-03-17 23:01:36,35.25209,-116.70777,3.61
"1961",1990-03-25 10:22:26,35.76044,-118.02619,3.06
"1962",1990-03-31 22:59:47,32.39839,-115.21941,3.99
"1963",1990-04-04 02:13:39,34.31352,-117.0986,3.97
"1982",1990-04-22 01:10:36,34.04041,-116.01784,3.13
"1983",1990-04-23 09:30:16,34.07198,-116.39603,3.16
"1985",1990-05-01 08:41:03,32.159,-117.621,4.01
"1986",1990-05-01 17:24:25,34.60512,-120.34409,3.05
"1987",1990-05-02 18:25:00,33.71749,-118.02016,3.06
"1988",1990-05-02 21:14:00,33.4625,-120.23483,3.04
"1989",1990-05-10 14:25:10,33.20156,-116.35112,3.03
"1990",1990-05-13 15:04:33,32.08517,-116.33217,3
"1991",1990-05-14 08:44:26,34.83867,-120.53283,3.04
"1992",1990-05-17 17:02:40,32.86599,-115.66105,3.23
"1994",1990-05-26 07:28:10,34.38033,-120.424,3.3
"1995",1990-05-31 17:39:19,34.42788,-116.96124,3.57
"1996",1990-06-09 00:05:03,32.80216,-115.57048,3.56
"1997",1990-06-17 06:08:05,34.05482,-117.24282,3.78
"2005",1990-06-30 23:46:54,32.35399,-115.17224,3.24
"2006",1990-07-09 10:30:35,32.5484,-115.27188,3.07
"2008",1990-07-13 06:27:08,33.91622,-120.14528,3.43
"2010",1990-07-19 19:09:51,32.17698,-115.61315,3.19
"2012",1990-07-23 00:20:29,32.39626,-115.24729,3.02
"2016",1990-08-02 01:00:45,35.63374,-120.23908,3.19
"2017",1990-08-05 21:27:03,33.33205,-116.41059,4.11
"2019",1990-08-06 21:50:57,32.76457,-115.42977,3.07
"2020",1990-08-09 13:15:47,34.37622,-119.66573,3.17
"2021",1990-08-11 01:17:43,36.00552,-118.43793,3.48
"2022",1990-08-29 03:21:23,33.11833,-116.58615,3.45
"2023",1990-08-31 01:05:49,33.23895,-116.04861,4.08
"2030",1990-09-02 10:20:35,34.14134,-116.99701,3.51
"2031",1990-09-08 22:32:15,32.2245,-117.69,3.35
"2032",1990-09-12 06:36:55,33.4872,-116.74839,3.33
"2034",1990-09-15 19:01:41,34.28234,-117.04625,3.17
"2035",1990-09-23 21:12:26,33.51871,-116.69844,3.03
"2037",1990-10-05 03:17:55,32.47997,-115.43159,3.63
"2038",1990-10-09 04:02:26,33.89884,-118.70953,3.38
"2041",1990-10-09 10:21:08,35.10041,-118.86838,3.19
"2042",1990-10-11 01:53:41,34.965,-119.5155,3.1
"2043",1990-10-18 08:30:15,32.45263,-115.11354,3.27
"2044",1990-10-18 17:21:55,33.65983,-117.901,3.8
"2045",1990-10-25 03:00:50,33.51611,-116.50464,3.47
"2047",1990-11-05 03:51:47,32.34698,-115.23056,3.29
"2048",1990-11-05 14:15:02,32.92506,-116.34459,3.01
"2049",1990-11-07 11:07:52,33.78683,-116.74067,3.35
"2050",1990-11-09 07:11:19,34.4186,-116.81237,3.53
"2052",1990-11-11 03:36:14,34.54083,-120.90867,3.54
"2053",1990-11-15 13:33:48,32.70587,-115.91189,3.32
"2054",1990-11-17 14:34:29,34.49264,-118.74346,3.17
"2055",1990-11-25 11:49:03,35.719,-116.65733,3.05
"2057",1990-12-01 07:39:40,32.10488,-114.94478,3.18
"2061",1990-12-17 17:44:21,34.20345,-117.02701,3.54
"2062",1990-12-18 16:56:43,35.37268,-118.85353,4.25
"2063",1990-12-19 19:04:47,34.5241,-116.8221,3.16
"2067",1991-01-06 01:38:16,35.37228,-118.66728,3.01
"2070",1991-01-20 21:02:08,35.0939,-118.30455,3.01
"2072",1991-01-31 21:58:45,33.57545,-116.89385,3
"2073",1991-01-31 23:28:17,34.815,-120.362,3.36
"2074",1991-02-07 06:32:37,33.27569,-116.80114,3.2
"2075",1991-02-08 14:57:10,32.24212,-115.59805,3.32
"2076",1991-02-14 17:57:32,34.03851,-117.52685,3.17
"2077",1991-02-16 13:40:57,35.01775,-119.10342,3.14
"2078",1991-03-04 23:49:31,32.38315,-115.09993,3.09
"2079",1991-03-05 10:29:31,32.46583,-117.12433,3.88
"2081",1991-03-07 20:21:35,32.6,-117.373,3.04
"2082",1991-03-08 09:27:35,34.14785,-116.72426,3.64
"2083",1991-03-15 02:06:20,33.09917,-117.70983,3.03
"2084",1991-03-17 21:25:49,32.18197,-115.80246,3.55
"2085",1991-03-22 00:22:56,35.48611,-119.17727,3.09
"2086",1991-03-26 21:12:40,32.36207,-115.11458,3.09
"2087",1991-03-29 04:54:56,32.12667,-117.66067,3.16
"2088",1991-03-31 05:29:23,32.064,-115.65383,3.59
"2089",1991-04-03 17:29:47,35.47035,-118.31349,3.59
"2090",1991-04-09 07:51:19,33.484,-118.26733,3.58
"2091",1991-04-12 19:45:06,34.50575,-119.02335,3.69
"2094",1991-04-20 00:58:13,33.84983,-118.42815,3.2
"2095",1991-04-20 01:36:12,34.54154,-118.66052,3.1
"2096",1991-04-23 15:12:14,32.17467,-117.64717,3.07
"2099",1991-05-03 18:55:26,34.06381,-116.41192,3.22
"2100",1991-05-04 23:04:54,34.51252,-119.29479,3.22
"2101",1991-05-20 15:00:53,33.78838,-116.92665,3.59
"2103",1991-05-24 18:08:33,33.03475,-116.02218,3.36
"2104",1991-05-31 13:01:41,35.3175,-117.184,3.06
"2105",1991-06-02 07:16:17,32.32105,-115.31766,3.08
"2107",1991-06-10 21:58:19,32.21686,-115.03731,3.11
"2111",1991-06-15 04:19:46,35.64897,-117.54554,3.02
"2112",1991-06-15 11:59:35,32.44077,-116.50588,3.14
"2114",1991-06-19 06:15:06,34.00856,-117.5938,3.12
"2115",1991-06-21 17:41:43,35.26341,-119.03831,3.28
"2116",1991-06-28 14:43:54,34.26417,-117.994,5.8
"2124",1991-06-29 17:53:39,34.91887,-116.55938,3.61
"2126",1991-07-05 03:08:36,33.49816,-116.88655,3.03
"2128",1991-07-05 17:41:55,34.48712,-118.55947,4.13
"2130",1991-07-09 09:06:11,33.49835,-116.42832,3.81
"2132",1991-07-16 18:44:31,32.44606,-115.03433,3.36
"2133",1991-07-19 02:41:36,33.2085,-115.9675,4.12
"2134",1991-08-02 01:28:27,32.89,-117.5805,3.49
"2135",1991-08-03 09:59:49,34.10529,-117.30444,3.6
"2136",1991-08-04 11:54:11,34.97063,-117.02159,3.19
"2137",1991-08-06 14:34:35,32.48689,-115.25996,3.06
"2140",1991-08-24 08:53:06,33.54442,-116.79774,3.03
"2141",1991-08-26 06:02:25,36.05391,-118.45688,3.15
"2142",1991-08-30 13:08:37,32.87634,-118.34889,3.19
"2143",1991-09-06 23:41:05,34.85264,-119.24545,3.01
"2144",1991-09-07 05:11:52,32.08133,-116.37339,3.72
"2145",1991-09-09 07:49:55,34.15249,-117.42481,3
"2146",1991-09-10 07:30:03,32.48809,-115.21266,3.17
"2149",1991-09-15 15:49:45,32.1135,-114.93617,3.33
"2150",1991-09-15 19:53:55,34.16616,-117.32539,3.39
"2152",1991-09-25 03:50:56,34.11062,-117.49673,3.01
"2153",1991-09-26 14:29:30,33.26457,-116.01375,3.56
"2154",1991-10-02 18:42:21,33.86901,-117.77855,3.3
"2155",1991-10-06 04:16:38,35.4487,-118.27539,3.25
"2156",1991-10-06 06:10:45,33.48551,-116.48367,3.12
"2163",1991-10-18 11:51:15,35.76158,-118.04127,3.01
"2164",1991-10-20 17:25:38,32.73083,-115.92533,3.13
"2165",1991-10-23 12:53:05,33.42325,-116.45369,3.74
"2166",1991-10-25 14:19:56,35.38558,-117.72129,3.09
"2168",1991-10-29 03:27:04,34.08599,-117.24044,3.3
