"","datetime","lat","long","mag"
"2169",1991-11-01 05:26:15,32.392,-115.17673,3
"2172",1991-11-08 23:08:13,32.35032,-115.26301,3.37
"2174",1991-11-09 13:21:08,32.8795,-116.01174,3.05
"2175",1991-11-11 04:53:27,35.68322,-118.42261,3.44
"2179",1991-12-03 02:21:31,32.42233,-118.20017,3.34
"2180",1991-12-04 07:10:57,33.08342,-116.78607,4.27
"2183",1991-12-20 03:19:30,35.53676,-117.37483,3.49
"2186",1992-01-04 21:14:13,33.81334,-116.8949,3.07
"2187",1992-01-09 16:38:50,32.03554,-114.93282,3.04
"2190",1992-01-17 08:27:03,35.26972,-120.82185,3.16
"2191",1992-01-23 12:50:41,33.632,-116.81417,3.1
"2192",1992-01-26 18:20:24,35.7315,-116.57754,3.52
"2193",1992-02-18 13:57:27,32.60067,-116.87883,3.45
"2194",1992-02-18 20:06:02,36.02679,-117.88638,3.08
"2204",1992-02-21 19:19:43,34.96789,-119.14321,3.32
"2208",1992-03-02 22:13:02,33.25325,-115.66807,3.23
"2210",1992-03-04 19:06:26,33.00567,-118.80217,4.3
"2211",1992-03-05 18:24:22,35.18467,-119.4125,3.84
"2212",1992-03-07 05:13:51,34.7985,-118.30933,3.14
"2213",1992-03-08 10:08:49,32.38046,-115.24836,3.11
"2215",1992-03-13 07:47:13,33.8135,-116.77133,3
"2219",1992-03-27 19:41:53,32.91913,-116.26511,3.49
"2221",1992-04-07 03:01:54,32.00517,-115.51533,3.02
"2222",1992-04-10 20:13:23,33.38762,-116.29512,3.43
"2224",1992-04-15 19:05:47,34.28755,-117.5519,3.47
"2226",1992-04-23 02:25:10,33.96801,-116.31568,4.54
"2382",1992-05-01 11:59:27,32.20483,-118.37617,3.01
"2420",1992-05-17 02:27:38,32.44724,-115.29447,3.14
"2429",1992-05-19 12:19:32,33.44405,-116.5686,3.12
"2431",1992-05-24 12:22:25,32.82655,-116.16064,3.98
"2440",1992-06-05 20:49:06,32.71178,-115.44763,3.24
"2443",1992-06-12 23:24:48,33.20204,-116.2785,3.48
"3117",1992-07-04 09:35:26,36.02116,-117.60005,3.35
"3313",1992-07-13 08:25:37,35.99246,-118.3588,3.43
"3321",1992-07-13 18:14:59,33.1702,-116.55542,3
"3366",1992-07-18 16:40:08,33.99294,-117.55774,3.19
"3382",1992-07-21 09:08:21,32.90231,-118.46674,3.33
"3426",1992-07-25 15:11:14,35.93331,-116.77158,3.55
"3428",1992-07-25 19:01:53,32.47777,-115.27561,3.16
"3434",1992-07-27 04:33:05,33.46073,-118.00683,3
"3438",1992-07-27 22:10:59,36.08672,-117.67741,4.03
"3456",1992-07-31 08:48:46,35.39581,-117.72945,3.43
"3468",1992-08-04 05:50:27,33.95378,-116.84939,3.05
"3482",1992-08-06 02:21:06,34.11818,-118.26395,3.09
"3499",1992-08-12 03:26:21,33.07884,-116.59771,3.23
"3510",1992-08-14 23:27:56,35.83742,-117.66416,3.58
"3562",1992-08-30 08:15:12,34.00241,-118.35911,3.61
"3576",1992-09-06 17:51:06,34.02745,-117.18706,3.56
"3598",1992-09-16 06:15:31,36.01811,-119.8865,3.81
"3608",1992-09-20 14:19:33,33.9157,-116.76367,3.47
"3647",1992-10-22 08:39:29,33.70768,-117.46374,3.81
"3653",1992-10-25 01:23:01,33.88347,-118.68177,3.42
"3657",1992-11-03 06:00:25,32.89344,-115.93537,3.18
"3659",1992-11-06 14:47:03,34.01101,-116.74923,3.86
"3661",1992-11-10 02:24:47,33.29068,-116.27001,3.34
"3663",1992-11-12 06:22:56,35.01539,-116.75663,3.09
"3670",1992-11-18 14:10:11,34.0163,-117.09766,3.72
"3672",1992-11-21 15:11:42,35.31547,-118.60967,3.43
"3725",1992-12-06 15:16:44,32.37288,-115.18385,3.08
"3754",1992-12-22 13:02:17,34.92499,-116.72724,3.16
"3755",1992-12-22 19:52:26,35.31405,-117.65335,3.4
"3756",1992-12-23 12:38:24,34.67446,-118.48981,3.09
"3764",1992-12-29 05:45:32,33.48282,-116.46999,4.01
"3773",1993-01-17 13:56:40,34.25013,-117.4315,3.13
"3777",1993-01-24 21:09:26,35.63909,-118.45563,3.24
"3780",1993-01-31 11:56:32,33.75796,-116.13048,3.47
"3784",1993-02-10 07:41:52,34.02645,-117.58777,3.05
"3793",1993-03-05 20:12:24,32.04767,-116.2795,3.26
"3794",1993-03-08 09:09:02,34.00232,-117.19839,3.01
"3798",1993-03-20 06:56:55,34.022,-117.21237,3.81
"3800",1993-03-22 15:41:42,33.491,-116.39488,3.14
"3801",1993-03-28 02:57:55,32.01217,-116.28567,3.29
"3810",1993-04-12 10:56:44,32.79054,-116.1051,3.03
"3817",1993-04-22 11:03:35,32.45313,-115.10165,3.64
"3821",1993-04-27 07:18:09,34.07515,-117.26527,3.27
"3822",1993-04-29 00:48:09,33.97308,-119.20714,3.13
"3828",1993-05-18 17:09:05,34.29289,-117.47959,3.67
"3835",1993-05-28 04:47:40,35.13669,-119.11346,5.19
"3840",1993-06-04 08:59:16,34.42734,-119.72859,3.12
"3842",1993-06-05 23:58:05,32.82859,-115.5915,3.24
"3845",1993-06-12 04:23:28,33.40336,-116.41314,3.13
"3846",1993-06-12 05:21:45,32.41367,-115.24567,3.83
"3847",1993-06-16 03:57:37,34.81886,-119.04267,3.42
"3849",1993-06-22 11:15:02,32.71043,-115.96557,3.6
"3857",1993-07-11 05:00:44,34.76553,-117.49473,3.06
"3858",1993-07-13 00:51:25,33.52246,-118.36358,3.25
"3860",1993-07-20 17:23:54,33.92753,-116.87523,3.09
"3861",1993-07-26 21:29:49,34.01115,-118.73762,3.6
"3862",1993-07-29 16:08:09,33.25334,-116.13331,3.53
"3870",1993-08-14 02:09:40,34.01132,-117.17948,3.03
"3871",1993-08-16 06:07:17,35.92995,-115.75384,3
"3881",1993-09-06 02:20:05,32.46194,-115.34944,3.1
"3897",1993-09-08 00:19:54,33.65215,-119.03114,3.08
"3907",1993-09-25 15:23:24,32.43244,-115.04326,3
"3909",1993-09-29 10:59:50,34.31046,-117.69452,3.26
"3911",1993-10-05 01:29:27,32.39491,-115.26886,3
"3915",1993-10-11 01:35:53,33.2593,-116.23196,3.04
"3920",1993-10-13 09:54:02,34.8211,-120.93934,3.67
"3922",1993-10-17 11:43:44,35.14798,-116.57271,3.24
"3924",1993-10-21 16:22:30,34.40112,-118.59247,3.1
"3925",1993-10-22 16:30:53,36.0596,-117.95453,3.68
"3931",1993-10-26 04:28:36,32.26767,-114.98883,3
"3932",1993-10-26 09:24:07,34.94023,-116.67459,4.02
"3933",1993-10-26 13:57:37,32.38908,-115.0629,3.01
"3937",1993-10-30 11:30:00,33.99283,-117.00917,3.01
"3939",1993-11-04 00:36:53,33.81525,-115.66171,3.4
"3941",1993-11-07 19:35:10,32.03433,-115.646,3.49
"3942",1993-11-07 21:43:40,34.54716,-119.17321,3.18
"3943",1993-11-10 06:49:34,35.792,-116.77017,3.08
"3944",1993-11-12 05:31:09,35.68927,-118.32227,3.45
"3962",1993-12-17 14:28:21,33.25267,-118.03667,3.23
"3971",1994-01-01 17:47:31,34.38323,-117.02281,3.46
"3972",1994-01-02 13:19:17,33.70516,-117.0135,3.88
"3974",1994-01-09 23:00:59,34.0021,-118.52063,3.71
"3979",1994-01-13 11:51:44,33.23139,-116.02631,3.08
"3980",1994-01-14 10:35:53,34.04981,-117.09364,3.08
"3981",1994-01-17 12:30:55,34.228,-118.5395,6.7
"4335",1994-02-09 15:47:47,33.46889,-116.44319,3.48
"4338",1994-02-11 06:12:05,32.4805,-115.40464,3.17
"4345",1994-02-15 03:21:36,32.13222,-116.361,3.4
"4357",1994-03-03 17:24:10,32.397,-115.2575,3.37
"4363",1994-03-08 05:44:24,32.02167,-115.44517,3.9
"4369",1994-03-14 22:22:09,34.04415,-117.24336,3.03
"4374",1994-03-28 06:18:38,33.35319,-116.35124,3.26
"4376",1994-04-04 03:25:44,33.45032,-116.82445,3.35
"4380",1994-04-06 19:01:04,34.19141,-117.09442,4.78
"4382",1994-04-08 17:53:30,34.443,-118.95183,3.57
"4390",1994-05-14 02:35:30,33.9244,-118.45207,3.23
"4396",1994-05-26 22:26:59,34.12066,-117.31638,3.43
"4400",1994-05-30 03:22:25,36.07622,-117.84983,3.36
"4401",1994-05-31 03:03:34,33.19653,-116.03466,3.42
"4407",1994-06-15 17:08:57,34.41617,-120.62817,3.08
"4412",1994-06-28 22:03:09,33.36715,-116.38554,3.18
"4421",1994-07-11 09:30:11,32.01939,-114.94875,3.18
"4423",1994-07-16 10:21:33,32.48275,-115.44817,3.3
"4428",1994-07-25 23:18:21,35.73201,-117.06173,3.55
"4429",1994-07-27 02:24:49,34.06015,-117.514,3.42
"4430",1994-07-28 10:52:02,33.4056,-116.94312,3.23
"4436",1994-08-11 02:22:54,32.41,-115.269,4.63
"4438",1994-08-13 19:51:03,32.79733,-118.42633,3.65
"4439",1994-08-14 04:16:30,33.5515,-119.257,3.15
"4441",1994-08-15 08:07:32,33.8148,-116.19964,3.82
"4445",1994-08-20 20:22:55,33.37773,-116.37765,3.15
"4452",1994-08-30 22:06:34,32.22,-116.36883,3.03
"4453",1994-09-06 14:51:06,32.83167,-118.37183,3.05
"4455",1994-09-12 00:16:59,33.77439,-116.94767,3.52
"4457",1994-09-21 22:15:06,33.53231,-116.50904,3.13
"4459",1994-10-03 08:28:57,34.5617,-120.04192,3.15
"4460",1994-10-07 05:41:12,32.11783,-114.868,3.77
"4463",1994-10-19 00:49:58,35.51609,-117.48901,4.18
"4466",1994-10-20 02:56:39,32.72215,-115.91469,3.12
"4467",1994-10-21 11:42:08,35.00888,-118.97188,3.15
"4468",1994-10-23 18:05:07,35.81381,-116.8963,3.14
"4472",1994-11-02 18:35:28,32.8595,-119.12333,3.13
"4473",1994-11-07 18:04:42,34.34084,-116.81983,3.01
"4474",1994-11-07 18:32:20,33.71186,-116.75576,3.76
"4476",1994-11-11 21:30:01,35.1089,-118.95255,3.05
"4478",1994-11-16 02:52:42,34.07965,-117.1773,3.36
"4480",1994-11-24 06:43:32,35.35509,-119.40473,3.62
"4485",1994-12-10 02:34:22,34.44577,-119.31553,3.55
"4487",1994-12-11 10:48:42,33.99256,-118.4544,3.46
"4489",1994-12-12 19:48:30,35.69611,-117.6577,3.66
"4493",1995-01-02 10:23:54,32.15017,-115.05,3.89
"4499",1995-01-16 04:54:30,34.60117,-120.90283,3.3
"4503",1995-01-24 11:57:28,33.94881,-117.35049,3.48
"4507",1995-02-19 21:24:18,34.06414,-118.91867,4.34
"4512",1995-03-01 15:56:15,33.80824,-118.63459,3.68
"4517",1995-03-18 08:30:14,34.03665,-116.94991,3.21
"4518",1995-03-27 16:26:29,33.99149,-116.44212,3.28
"4519",1995-03-28 19:13:33,32.50804,-115.45438,3.15
"4521",1995-04-03 16:13:18,35.83697,-117.62969,3.09
"4522",1995-04-04 05:08:15,34.27122,-117.46756,3.66
"4523",1995-04-04 06:26:49,34.06832,-117.25345,3.48
"4531",1995-04-16 22:03:41,32.07519,-116.36571,3.14
"4535",1995-05-13 02:25:22,33.9859,-116.96772,3.73
"4536",1995-05-18 10:52:51,32.39783,-118.55567,3.22
"4538",1995-05-21 19:50:50,33.81878,-116.97814,3.02
"4541",1995-05-30 01:44:56,33.51432,-116.81224,3.13
"4542",1995-06-05 14:59:46,34.88217,-119.21533,3.18
"4554",1995-07-08 00:26:48,35.40614,-119.54194,3.13
"4555",1995-07-10 05:35:38,33.96879,-117.60744,3.24
"4556",1995-07-11 23:43:49,35.01454,-119.00655,3.11
"4557",1995-07-13 13:08:04,34.94702,-120.82265,3.08
"4560",1995-07-28 07:07:30,33.54787,-116.68053,3.64
"4561",1995-08-06 11:22:23,32.15717,-116.67733,3.42
"4562",1995-08-08 00:45:39,36.0085,-117.80551,3.15
"4565",1995-08-12 09:57:53,33.99222,-116.89994,3.25
"4566",1995-08-15 04:12:40,35.7841,-118.02997,3.11
"4567",1995-08-15 05:17:46,33.78964,-116.91129,3
"4570",1995-08-17 22:39:58,35.76783,-117.66267,5.36
"4584",1995-08-19 04:01:26,33.41036,-116.4271,3.1
"4620",1995-09-21 14:21:58,33.45807,-118.09034,3.05
"4626",1995-09-24 20:14:10,32.33671,-115.23,3.44
"4635",1995-09-30 12:46:38,34.93608,-116.75824,3.44
"4649",1995-10-11 17:37:04,33.24807,-116.12205,3.47
"4659",1995-11-01 03:11:09,35.3447,-118.56666,3.02
"4660",1995-11-04 00:20:33,33.9595,-117.987,3.41
"4663",1995-11-28 02:23:21,35.42721,-117.26342,3.3
"4668",1995-12-05 15:34:44,33.30192,-116.32245,3.08
"4670",1995-12-07 17:25:31,34.39941,-119.03623,3.43
"4672",1995-12-10 19:25:57,35.5843,-118.38162,3.32
"4675",1995-12-19 17:26:31,33.57657,-117.09842,3.25
"4683",1995-12-28 14:54:01,34.23433,-117.46189,3.01
"4684",1995-12-31 09:59:49,32.69454,-115.94724,3.52
"4717",1996-01-16 12:47:57,34.22784,-116.92486,3.07
"4721",1996-01-24 07:56:29,34.90608,-119.56945,3.07
"4732",1996-02-24 18:57:07,34.10488,-117.49342,3.35
"4733",1996-02-28 01:59:33,32.35103,-115.21151,3.31
"4738",1996-04-02 03:47:00,33.73921,-115.9161,3.27
"4741",1996-04-08 01:10:16,34.57417,-121.0635,3.3
"4744",1996-04-12 22:21:38,35.94749,-117.06228,3.07
"4751",1996-05-20 17:12:48,33.34855,-116.21251,3.4
"4755",1996-05-23 15:26:36,34.05398,-118.18804,3.49
"4757",1996-06-12 18:15:11,34.23612,-117.47856,3.24
"4759",1996-07-02 21:55:00,35.77367,-121.3475,3.32
"4762",1996-07-16 12:19:18,35.09601,-117.01096,3.07
"4763",1996-07-21 12:53:18,34.00383,-116.8115,3.34
"4764",1996-07-21 15:38:57,35.80612,-116.6219,3.04
"4767",1996-07-27 13:35:34,35.70867,-119.4895,3.19
"4769",1996-08-05 09:33:09,32.14733,-114.952,3.06
"4770",1996-08-05 17:52:38,32.04249,-115.76687,3.28
"4771",1996-08-06 11:52:11,34.08428,-116.78223,3.26
"4772",1996-08-09 03:37:56,33.26638,-116.27949,3.33
"4774",1996-08-14 17:27:37,35.74595,-117.47388,3.27
"4775",1996-08-15 12:17:52,33.97286,-116.88391,3.29
"4777",1996-08-19 15:05:48,32.9575,-119.13883,3.3
"4778",1996-08-25 14:02:54,34.04893,-118.96977,3
"4779",1996-08-25 16:10:25,35.35144,-120.93105,3.12
"4780",1996-08-30 06:24:47,32.43985,-115.37055,4.05
"4781",1996-09-04 10:32:57,35.10115,-117.4882,3.17
"4785",1996-09-12 21:18:18,33.91379,-117.13484,3.84
"4788",1996-10-10 07:57:33,35.4919,-118.28548,3.35
"4789",1996-10-12 22:25:05,33.02897,-118.17313,3.39
"4790",1996-10-17 03:19:09,35.42699,-117.74328,3.25
"4792",1996-10-23 22:09:29,34.47669,-119.36377,4.07
"4797",1996-11-02 03:04:49,33.21991,-115.66308,3.17
"4798",1996-11-02 19:17:47,32.99664,-115.56951,3.35
"4802",1996-11-14 20:27:52,32.39317,-115.21817,3.7
"4805",1996-11-20 13:23:46,32.55894,-115.59666,3.22
"4806",1996-11-25 04:43:08,34.0175,-116.92944,3.42
"4809",1996-11-27 20:17:24,36.0786,-117.64308,5.3
"4835",1996-12-23 11:40:59,36.06612,-117.89314,3
"4837",1996-12-28 22:41:19,33.76767,-116.8835,3.95
"4838",1996-12-30 01:41:54,33.62438,-117.27578,3.05
"4844",1997-01-13 11:29:37,33.45417,-116.88633,3.76
"4845",1997-01-13 16:09:34,33.26183,-115.991,3.87
"4846",1997-01-15 16:17:19,33.82717,-116.9915,3.3
"4849",1997-01-22 02:40:19,35.06916,-118.95657,3.31
"4850",1997-01-24 18:27:51,34.227,-117.43263,3.16
"4852",1997-02-02 00:19:15,32.65839,-115.89924,3.66
"4854",1997-02-07 06:59:49,33.50482,-116.55115,3.91
"4860",1997-02-15 15:14:53,34.00017,-117.5925,3.12
"4861",1997-02-21 13:23:25,34.40521,-119.68676,3.51
"4862",1997-02-23 03:43:33,33.74083,-116.03773,3.87
"4865",1997-02-25 05:38:17,35.67866,-118.11152,3.11
"4866",1997-02-26 08:55:52,34.49662,-120.67781,3.06
"4869",1997-03-18 09:47:40,35.01121,-116.78907,3.11
"4875",1997-03-20 18:12:36,33.81653,-116.95918,3.15
"4876",1997-03-30 08:24:40,33.129,-118.68167,3.39
"4877",1997-04-01 18:03:54,33.04773,-116.49686,3.03
"4879",1997-04-06 11:41:11,33.42738,-116.9329,3.14
"4893",1997-04-27 18:23:41,36.03367,-118.45617,3.03
"4897",1997-05-06 19:12:53,35.45763,-118.43548,4.49
"4899",1997-05-09 18:10:14,34.81772,-120.28886,3
"4900",1997-05-11 00:16:28,33.98393,-116.67208,3.81
"4902",1997-05-15 14:29:02,33.89432,-118.46117,3.09
"4903",1997-05-16 10:34:37,32.29109,-116.65531,3.55
"4905",1997-05-21 14:07:04,32.22956,-115.79116,3.33
"4910",1997-05-23 14:38:41,33.07801,-116.4479,3.51
"4912",1997-05-29 00:48:14,33.35607,-116.88347,3.35
"4913",1997-06-05 22:43:18,35.9666,-117.98111,3.66
"4915",1997-06-06 20:07:17,32.825,-118.029,3.68
"4916",1997-06-10 01:02:40,35.97918,-117.67101,3.36
"4919",1997-06-20 04:35:40,32.70564,-118.10402,4.76
"4923",1997-06-20 22:56:23,32.5292,-115.45371,3.33
"4926",1997-06-24 04:48:57,35.27395,-118.60018,3.39
"4928",1997-06-27 20:17:45,35.44256,-118.30478,3.65
"4929",1997-06-28 21:45:24,34.17567,-117.33217,4.18
"4935",1997-07-03 19:17:51,32.24183,-115.39717,3.52
"4937",1997-07-11 06:40:23,34.47626,-118.08045,3.01
"4939",1997-07-13 19:41:06,32.12487,-114.97004,3.04
"4942",1997-07-24 04:47:28,36.09547,-117.86743,3.45
"4943",1997-07-25 07:00:24,32.46979,-115.16646,3.01
"4944",1997-07-26 03:14:56,33.40393,-116.353,4.89
"4947",1997-07-26 12:46:39,35.74847,-118.0137,3.38
"4949",1997-07-27 08:13:31,35.6085,-116.48017,3.34
"4955",1997-08-09 23:40:54,32.37903,-115.10307,3.37
"4960",1997-08-12 12:34:00,32.815,-118.40098,3.61
"4964",1997-08-24 17:44:00,35.59744,-118.36309,3.34
"4967",1997-09-03 03:46:25,33.46867,-118.21033,3.05
"4969",1997-09-14 08:31:21,34.45815,-119.00701,3.33
"4970",1997-09-17 22:16:08,32.56206,-115.63066,3.26
"4972",1997-09-25 20:08:07,34.38967,-118.37333,3.39
"4974",1997-10-04 05:10:46,34.49981,-118.33805,3.12
"4975",1997-10-06 18:29:39,35.77777,-116.65577,3.41
"4977",1997-10-14 22:31:33,34.11308,-117.43494,3.87
"4979",1997-10-16 09:37:54,34.02609,-116.74805,3.12
"4981",1997-10-18 20:57:16,33.41466,-118.75344,3.39
"4984",1997-10-27 16:41:14,33.17744,-116.03126,3.17
"4987",1997-11-04 22:43:16,32.618,-118.115,3.35
"4990",1997-11-14 06:53:28,35.66001,-118.27218,3.6
"4991",1997-11-18 13:48:00,32.2335,-115.36067,3.09
"4993",1997-11-28 14:51:38,32.31096,-115.29438,3.71
"4995",1997-12-05 16:25:12,32.0056,-116.2809,3.58
"4996",1997-12-05 17:04:10,34.10239,-116.998,4.08
"4997",1997-12-09 01:10:13,32.39737,-115.23875,4.01
"4998",1997-12-10 13:25:18,32.50193,-115.37838,3.01
"4999",1997-12-22 14:45:04,32.04198,-116.34933,3.32
"5000",1997-12-26 15:05:32,33.31414,-115.68485,3.68
"5005",1998-01-05 18:14:06,33.94541,-117.72443,4.29
"5006",1998-01-07 07:19:11,32.34459,-115.22797,3.73
"5007",1998-01-07 17:49:00,33.8831,-117.88399,3.12
"5012",1998-01-18 07:08:12,32.26487,-115.60461,3.09
"5014",1998-01-23 07:50:17,32.99303,-116.43173,3.15
"5016",1998-01-27 00:03:29,32.67793,-116.22157,3.51
"5020",1998-02-07 09:34:57,33.79915,-116.95944,3.1
"5021",1998-02-11 04:49:14,33.55761,-118.14949,3.17
"5022",1998-02-21 17:39:39,32.761,-118.104,3.42
"5023",1998-02-26 20:51:20,32.03715,-115.40357,3.62
"5024",1998-02-28 00:47:10,32.05583,-115.74367,3
"5055",1998-03-11 12:18:51,34.03627,-117.22323,4.45
"5056",1998-03-13 21:08:13,34.02162,-116.77566,3.08
"5057",1998-03-16 09:14:51,33.43221,-116.4142,3.01
"5060",1998-03-23 18:56:14,34.46143,-119.47602,3.15
"5065",1998-04-23 22:14:50,34.95513,-116.67173,3.39
"5073",1998-06-03 05:22:50,34.13788,-118.49119,3.02
"5074",1998-06-04 06:07:02,33.44791,-116.84331,3.7
"5075",1998-06-08 17:20:54,35.9253,-117.76334,3.02
"5078",1998-06-16 15:42:30,33.35308,-116.25692,3.28
"5079",1998-06-17 03:19:21,34.27176,-116.96027,3.03
"5084",1998-06-24 09:33:06,34.048,-119.09336,3
"5087",1998-07-04 03:13:55,32.91426,-118.4637,3.03
"5092",1998-07-18 05:36:38,33.84373,-119.31115,3.53
"5093",1998-07-21 21:40:43,32.97265,-115.54154,3.03
"5094",1998-07-24 18:51:41,33.16395,-116.57496,3.88
"5096",1998-07-27 19:48:38,32.05035,-115.55993,3.21
"5098",1998-07-29 15:13:37,32.57372,-115.28799,3.24
"5099",1998-07-31 09:37:14,33.31886,-118.8817,3.17
"5102",1998-08-12 16:04:20,34.44017,-120.761,3.04
"5103",1998-08-12 18:16:48,34.64041,-117.51295,3.15
"5109",1998-08-20 23:49:58,34.37379,-117.65465,4.4
"5110",1998-08-22 00:58:57,35.95449,-117.31208,3
"5115",1998-09-03 08:09:07,32.27082,-115.11574,3.01
"5116",1998-09-10 15:43:09,33.29243,-116.1954,3.16
"5121",1998-10-02 19:21:19,34.67783,-121.59,3.05
"5122",1998-10-03 00:04:22,34.46505,-117.93796,3.11
"5123",1998-10-10 20:51:01,35.3845,-121.37833,3.15
"5126",1998-10-18 18:21:55,32.06568,-115.42219,3.12
"5135",1998-10-21 05:27:40,35.64083,-120.9525,3.22
"5138",1998-10-25 11:40:09,33.97676,-117.16664,3.01
"5139",1998-10-27 01:08:40,34.32165,-116.84376,4.82
"5148",1998-11-05 04:11:36,33.94258,-116.94188,3.01
"5149",1998-11-10 14:13:30,32.401,-118.34183,3.69
"5152",1998-11-20 23:58:09,34.23591,-117.43803,3.33
"5153",1998-11-25 02:02:07,36.04773,-117.71738,3.01
"5155",1998-12-11 06:03:07,35.34573,-118.54692,3.57
"5156",1998-12-11 08:15:00,34.342,-120.701,3.74
"5163",1998-12-20 14:23:39,33.51447,-117.92862,3.23
"5165",1998-12-29 01:46:34,32.19525,-114.99808,3.18
"5166",1998-12-29 13:36:32,32.03433,-115.5145,3.11
"5167",1998-12-29 13:42:40,36.07152,-117.83881,3.12
"5168",1999-01-01 12:21:58,34.99419,-119.20321,3.46
"5179",1999-01-20 18:10:12,34.18031,-119.15627,3.18
"5180",1999-01-21 20:04:40,32.5,-117.916,3.06
"5184",1999-01-30 23:24:04,34.0926,-117.43804,3.59
"5187",1999-02-02 14:36:51,32.04105,-115.14575,3.1
"5189",1999-02-10 06:25:03,32.19167,-115.09317,3.28
"5190",1999-02-19 03:08:32,32.60055,-116.15043,4.24
"5192",1999-02-19 16:27:50,33.20278,-115.98817,3.47
"5193",1999-02-19 16:58:55,34.83013,-118.9554,3.35
"5194",1999-02-26 19:32:18,32.15883,-116.96983,3.26
"5195",1999-02-27 22:31:55,32.09869,-115.03926,3.52
"5200",1999-03-14 16:49:37,32.34624,-115.20769,3.01
"5202",1999-03-21 13:53:33,35.69611,-118.44044,3.04
"5204",1999-03-28 00:12:06,33.74367,-117.05317,3.36
"5208",1999-04-03 13:13:33,32.02715,-116.30022,3.39
"5212",1999-04-13 18:22:54,33.6741,-117.96774,3.45
"5214",1999-04-15 03:20:07,32.44883,-116.88583,3.37
"5220",1999-04-21 13:36:37,32.11348,-115.53606,3.39
"5222",1999-04-21 17:28:21,34.13818,-116.76323,3.87
"5224",1999-04-30 10:09:50,33.01993,-115.58017,3
"5226",1999-05-03 16:18:58,32.7356,-118.14908,3.58
"5243",1999-05-14 19:38:35,34.32387,-119.62499,3.22
"5244",1999-05-24 04:59:02,34.72283,-121.43517,3.19
"5246",1999-05-30 12:15:45,34.01015,-118.21608,3.43
"5248",1999-06-01 12:40:04,35.9005,-115.81283,3.25
"5253",1999-06-13 05:15:30,35.30663,-118.56324,3.58
"5259",1999-06-22 00:02:16,33.26645,-116.00717,3.06
"5260",1999-06-25 04:33:08,33.22972,-116.01642,3.12
"5265",1999-07-11 18:20:46,35.73832,-118.47463,4.35
"5269",1999-07-14 07:57:58,32.89208,-115.51471,3.15
"5270",1999-07-14 16:46:54,35.99391,-117.88349,3.18
"5272",1999-07-16 19:15:11,33.2815,-119.35167,3.65
"5273",1999-07-16 22:51:25,34.43233,-121.06117,3.35
"5274",1999-07-19 22:09:27,33.63822,-116.7068,4.15
"5276",1999-07-24 01:13:23,32.78776,-115.53934,3.7
"5279",1999-07-28 05:38:14,34.22192,-117.4361,3.02
"5280",1999-08-06 02:34:00,32.06008,-114.53114,3.26
"5284",1999-08-10 06:33:00,33.52934,-117.65991,3.52
"5289",1999-08-15 04:47:32,34.51687,-119.74653,3.13
"5310",1999-09-03 21:10:46,32.6473,-116.12862,3.72
"5312",1999-09-10 13:40:03,32.35033,-115.24767,4.8
"5319",1999-10-03 11:54:06,33.05205,-115.89637,3.32
"5320",1999-10-06 20:15:58,34.41501,-119.434,3.32
"5565",1999-10-17 19:50:56,32.34223,-115.13804,3.32
"5573",1999-10-17 23:42:50,32.55283,-115.8128,3.11
"5596",1999-10-18 17:17:38,33.31141,-116.29483,3.15
"5713",1999-10-22 20:52:23,32.57391,-115.55417,3.05
"5724",1999-10-24 01:48:54,34.09053,-117.45394,3.06
"5771",1999-10-31 23:25:14,36.05742,-117.8789,3.4
"5775",1999-11-01 03:40:34,34.38401,-119.77432,3.02
"5778",1999-11-01 20:19:10,33.16128,-116.01327,3.51
"5806",1999-11-12 15:07:50,32.49966,-115.40283,3.12
"5808",1999-11-12 17:58:34,35.35748,-118.58819,3.03
"5824",1999-11-22 13:56:21,32.28783,-119.06917,3.7
"5828",1999-11-25 16:01:30,35.92934,-117.23252,3.02
"5832",1999-11-30 18:27:01,34.13378,-118.42866,3.21
"5835",1999-12-02 02:19:23,34.1551,-117.45093,3.07
"5840",1999-12-07 21:58:16,33.8171,-117.71934,3.81
"5846",1999-12-10 13:08:47,32.57133,-118.2705,3.5
"5847",1999-12-11 06:59:43,32.34733,-115.79633,3.98
"5885",2000-02-06 10:16:52,32.68548,-116.08749,3.07
"5891",2000-02-19 15:44:13,32.24453,-115.81483,3.28
"5896",2000-02-25 11:41:53,32.97555,-115.55251,3.01
"5904",2000-03-07 10:35:39,34.32389,-116.76632,3.52
"5907",2000-03-09 17:02:37,34.12122,-117.47665,3.03
"5910",2000-03-12 06:59:35,34.97033,-120.7135,3.65
"5911",2000-03-16 04:35:17,34.07235,-118.80324,3.37
"5928",2000-04-09 06:52:04,34.14479,-117.46978,3.53
"5929",2000-04-09 10:48:09,32.717,-115.39133,4.28
"5936",2000-04-23 08:48:39,35.28584,-118.54135,3.34
"5939",2000-04-25 14:06:25,32.16491,-115.09043,4.5
"5954",2000-05-03 14:54:06,32.03933,-116.92083,3.09
"5964",2000-05-21 06:27:37,34.29002,-116.86846,3.65
"5968",2000-05-31 03:15:09,32.0705,-116.28117,3.18
"5974",2000-06-14 19:00:20,32.89623,-115.50555,4.11
"5988",2000-06-23 20:10:42,35.50346,-116.28116,3.06
"5993",2000-07-13 15:37:10,34.325,-120.55167,3.19
"6000",2000-08-10 14:15:14,35.13117,-120.83467,3.25
